# Last 14 days where more than 2 ports overlap per host.
# Common ports included in list if not already part of top 150 ports found:
# 21,22,23,53,80,123,139,161,162,389,443,445,500,1001,3306,3389,4500,5000,5001,5900,8000,8001,8080,8443,10000
#
# PORTS REPORTED ON INCL TOP150 FOUND
# 0,21,22,23,25,53,68,80,81,82,83,84,85,88,90,110,111,123,135,137,139,143,161,162,389,427,443,444,445,465,500,502,541,554,587,623,636,990,993,995,1001,1024,1080,1194,1337,1433,1434,1521,1723,1900,2000,2082,2083,2086,2087,2096,2222,2323,2375,3000,3001,3128,3306,3333,3389,3478,3702,4000,4433,4443,4444,4500,5000,5001,5021,5060,5061,5122,5353,5432,5555,5678,5683,5900,5901,5985,6000,6001,6021,6080,6379,6443,6502,6590,6881,7000,7001,7443,7547,7777,8000,8001,8006,8008,8020,8080,8081,8082,8083,8084,8085,8086,8087,8088,8089,8090,8181,8443,8728,8800,8880,8888,8900,9000,9001,9002,9080,9090,9200,9443,9999,10000,10001,10443,11211,18789,20000,20256,22222,25565,27015,27017,44423,44675,44818,44912,45361,45654,54321,54322,54443,60000,60001
#
#
115.231.78.10    #AS58461   128 ports   10000,10001,102,1024,10443,1080,110,111,11211,1194,123,143,1433,1434,1521,161,162,1723,1900,2000,20000,2082,2083,2086,2087,2095,2096,21,22,2222,23,2375,25,25565,27015,27017,3000,3001,3128,3306,3389,3702,389,4000,427,443,4433,444,4443,4444,44818,4500,4567,465,47808,500,5000,50000,5001,502,5060,5061,53,5353,5432,554,5555,5678,5683,587,5984,5985,5986,6000,60000,6001,61616,623,636,6379,6443,6881,7000,7001,7443,7547,7777,80,8000,8001,8006,8008,8020,8080,8081,8082,8083,8084,8085,8086,8087,8088,8089,8090,81,8181,82,83,84,8443,85,86,88,8800,888,8880,8888,89,9000,9001,9002,9080,9200,9443,990,993,995,9999 CT-HangZhou-IDC - No.288,Fu-chun Road, CN
3.101.230.247    #AS16509    71 ports   10000,10001,1024,10443,1080,111,11211,1194,135,137,139,1433,1723,1900,2000,20000,20256,2082,2096,21,22222,2323,2375,27017,3333,3702,389,4433,444,4443,445,44818,4567,465,500,5000,502,53,5432,5555,587,5901,5985,6000,60001,6001,6080,636,6379,6881,7443,8000,8020,8080,8081,8083,8084,8086,8087,8089,8090,81,8181,82,8800,8880,90,9080,9090,9200,9999 AMAZON-02 - Amazon.com, Inc., US
176.65.148.215   #AS51396    70 ports   10000,10001,1001,1024,110,1337,17000,1723,20000,22,2222,22222,2323,25565,27015,3000,3001,3232,3306,3333,389,4000,443,444,4443,4444,500,5000,5001,5353,54321,54322,5555,5678,5900,5901,6000,60000,60001,6001,7000,7001,80,8000,8001,8008,8020,8080,8081,8082,8083,8084,8086,8088,8089,8090,81,8181,83,8443,88,8800,8888,8900,9000,9002,9090,9200,9443,9999 PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
3.101.240.23     #AS16509    69 ports   10000,10001,1024,1194,123,135,139,1433,1521,161,2087,21,2222,23,2323,25,27015,27017,3000,3001,3333,3389,3702,4000,44818,4500,465,47808,5060,5122,541,5432,554,5555,5683,587,5901,5985,5986,6000,60001,6001,6080,623,6443,6590,7001,7443,7547,7777,8006,8080,8082,8083,8088,8089,8090,8181,82,84,8443,85,9000,9001,9002,9080,990,995,9999 AMAZON-02 - Amazon.com, Inc., US
3.101.240.89     #AS16509    69 ports   10000,10001,1024,10443,111,11211,1194,123,137,1433,1434,161,17000,1900,2000,2082,2083,2087,21,22222,23,2375,27015,27017,3000,3306,3702,389,443,4433,444,4443,4567,47808,500,5000,502,53,5984,5985,6000,60001,636,6379,6881,7000,7001,7547,80,8001,8006,8008,8020,8082,8083,8088,81,83,8443,88,8800,8880,8888,9001,9002,9080,9200,9443,995 AMAZON-02 - Amazon.com, Inc., US
120.232.150.70   #AS9808     66 ports   10000,10001,1024,10443,110,111,1194,135,139,143,1433,161,1723,2000,20000,2082,2083,2086,2087,2095,2096,2222,23,3000,3128,3389,4433,444,4443,4444,445,4567,465,500,5000,5001,541,5432,554,587,60000,7000,7777,8000,8001,8008,8020,8081,8082,8083,8084,8090,81,8181,82,85,88,888,8880,8888,9000,9001,9080,9090,993,9999 CHINAMOBILE-CN - China Mobile Communications Group Co., Ltd., CN
34.228.104.231   #AS14618    63 ports   10000,10001,1024,10443,1080,110,1194,123,143,1521,161,18789,1900,2083,2086,2087,23,25,27017,3333,3702,389,4000,4433,444,465,50000,5001,502,5060,53,541,554,5901,60000,7547,80,8000,8001,8008,8020,8080,8082,8083,8084,8085,8086,8087,8088,8181,84,85,8728,88,8800,8888,89,90,9002,9080,91,993,995 AMAZON-AES - Amazon.com, Inc., US
100.49.117.77    #AS14618    61 ports   10000,110,1194,1337,143,1433,161,162,1723,18789,2082,2083,2086,2087,22,23,25,3333,3389,4000,4433,4444,4500,465,500,5001,502,5060,5432,5678,5901,60000,636,6379,7547,7777,8001,8008,8020,8080,8082,8084,8085,8088,8090,81,82,84,8443,88,8800,8880,8888,89,90,9001,9002,9090,91,9443,9999 AMAZON-AES - Amazon.com, Inc., US
3.147.122.184    #AS16509    60 ports   10001,10443,1080,110,123,1337,1433,161,162,18789,2000,2083,2086,21,22,3306,3389,3702,389,4000,443,4443,4444,445,500,5000,5001,5060,5432,554,5678,5901,60000,6379,7547,80,8001,8008,8020,8080,8084,8085,8086,8087,8088,81,8181,82,84,8443,85,8728,9000,9001,9002,9090,9200,993,995,9999 AMAZON-02 - Amazon.com, Inc., US
34.197.70.90     #AS14618    60 ports   1024,10443,1194,123,1337,143,1433,1521,162,1723,18789,2082,23,3000,3001,3306,3333,3702,389,4000,4433,444,4443,4444,4500,5000,50000,5001,5060,5353,541,5432,554,5678,587,5901,636,7777,80,8001,8020,8082,8085,8087,8088,8089,8090,82,84,8443,8728,88,8800,888,8888,89,9080,9090,91,993 AMAZON-AES - Amazon.com, Inc., US
183.81.168.186   #AS206264   57 ports   10000,10001,10443,1080,20000,2082,2083,2086,2087,2095,2096,3000,3001,3128,4000,443,4443,4567,5000,50000,5001,6080,6443,7000,7001,7443,7777,80,8000,8001,8006,8008,8080,8081,8082,8083,8084,8085,8086,8087,8088,8089,8090,8181,8443,8800,888,8880,8888,90,9000,9001,9002,9080,9090,9200,9443 AMARUTU-TECHNOLOGY - Amarutu Technology Ltd, SC
94.154.43.36     #AS219502   55 ports   1080,110,143,2000,21,22,2222,2323,25,3000,3001,3128,3306,3333,4000,443,4443,4444,465,5000,5001,53,5555,587,5900,6000,6001,6080,7000,7001,7777,80,8000,8001,8008,8020,8080,8081,8082,8083,8085,8086,8087,8088,8089,8090,81,8181,82,83,84,85,88,993,995 STORMCLOUD-AS - Storm Industries LLC, US
3.83.245.221     #AS14618    54 ports   10001,1024,1194,123,1521,161,1723,18789,1900,2000,2086,2087,21,22,23,27017,3000,3306,3333,3389,3702,443,4433,444,4444,445,465,500,5001,502,53,5353,541,5432,554,7000,8000,8001,8008,8020,8085,8087,8181,83,8443,8728,88,888,8880,8888,90,9000,9090,993 AMAZON-AES - Amazon.com, Inc., US
